season_t,season_t1,season_pair,franchise_id,team_t,team_t1,clutch_possessions_t,clutch_possessions_t1,clutch_games_t,clutch_games_t1,clutch_net_rating_t,clutch_net_rating_t1,non_clutch_net_rating_t,non_clutch_net_rating_t1,all_net_rating_t,all_net_rating_t1,clutch_minus_non_clutch_net_t,clutch_minus_non_clutch_net_t1,clutch_minus_all_net_t,clutch_minus_all_net_t1,eligible_default
2005-06,2006-07,2005-06->2006-07,1610612741,CHI,CHI,469.0,342.0,52,43,12.905,8.401,-0.105,5.035,0.67,5.175,13.01,3.366,12.235,3.226,True
2005-06,2006-07,2005-06->2006-07,1610612739,CLE,CLE,391.0,427.0,52,48,6.923,10.313,1.883,3.472,2.145,3.841,5.04,6.84,4.778,6.471,True
2005-06,2006-07,2005-06->2006-07,1610612742,DAL,DAL,372.0,327.0,44,38,8.261,25.297,6.676,6.855,6.732,7.605,1.586,18.443,1.529,17.693,True
2005-06,2006-07,2005-06->2006-07,1610612743,DEN,DEN,377.0,341.0,41,46,0.309,-4.991,0.332,1.953,0.334,1.656,-0.024,-6.945,-0.025,-6.648,True
2005-06,2006-07,2005-06->2006-07,1610612765,DET,DET,313.0,418.0,38,52,11.164,12.665,7.395,4.286,7.554,4.763,3.769,8.379,3.61,7.902,True
2005-06,2006-07,2005-06->2006-07,1610612744,GSW,GSW,388.0,282.0,51,39,-11.757,-6.738,-0.808,-0.1,-1.356,-0.327,-10.949,-6.638,-10.401,-6.41,True
2005-06,2006-07,2005-06->2006-07,1610612745,HOU,HOU,351.0,354.0,45,48,-3.395,-8.691,-1.645,5.563,-1.725,4.923,-1.75,-14.254,-1.67,-13.614,True
2005-06,2006-07,2005-06->2006-07,1610612754,IND,IND,315.0,312.0,47,41,-10.2,1.635,2.586,-2.682,2.048,-2.504,-12.787,4.316,-12.248,4.138,True
2005-06,2006-07,2005-06->2006-07,1610612746,LAC,LAC,291.0,280.0,40,39,19.772,-2.228,0.918,-0.352,1.641,-0.42,18.854,-1.876,18.131,-1.808,True
2005-06,2006-07,2005-06->2006-07,1610612747,LAL,LAL,348.0,462.0,40,48,-0.877,-1.153,2.778,-0.141,2.604,-0.198,-3.655,-1.011,-3.481,-0.954,True
2005-06,2006-07,2005-06->2006-07,1610612763,MEM,MEM,366.0,416.0,44,42,10.594,-5.079,3.803,-5.187,4.134,-5.17,6.792,0.108,6.46,0.091,True
2005-06,2006-07,2005-06->2006-07,1610612748,MIA,MIA,284.0,363.0,42,38,9.53,9.313,3.873,-1.723,4.078,-1.181,5.658,11.036,5.453,10.494,True
2005-06,2006-07,2005-06->2006-07,1610612749,MIL,MIL,406.0,360.0,54,44,8.409,-9.257,-1.567,-4.058,-1.042,-4.299,9.977,-5.199,9.452,-4.958,True
2005-06,2006-07,2005-06->2006-07,1610612750,MIN,MIN,407.0,456.0,53,48,-14.519,-3.045,-1.288,-4.109,-2.023,-4.039,-13.231,1.065,-12.496,0.995,True
2005-06,2006-07,2005-06->2006-07,1610612751,NJN,NJN,305.0,423.0,44,48,10.17,-8.707,1.152,-0.497,1.518,-0.943,9.018,-8.21,8.653,-7.763,True
2005-06,2006-07,2005-06->2006-07,1610612740,NOK,NOK,299.0,405.0,45,49,9.732,4.658,-3.305,-2.0,-2.779,-1.639,13.037,6.658,12.511,6.296,True
2005-06,2006-07,2005-06->2006-07,1610612752,NYK,NYK,389.0,446.0,40,49,-12.901,4.548,-6.273,-3.576,-6.606,-3.097,-6.628,8.124,-6.295,7.645,True
2005-06,2006-07,2005-06->2006-07,1610612753,ORL,ORL,363.0,321.0,43,42,-3.121,-16.191,-1.218,1.535,-1.305,0.774,-1.903,-17.726,-1.816,-16.965,True
2005-06,2006-07,2005-06->2006-07,1610612755,PHI,PHI,419.0,385.0,46,38,-3.725,8.627,-1.703,-3.854,-1.824,-3.233,-2.022,12.481,-1.901,11.86,True
2005-06,2006-07,2005-06->2006-07,1610612756,PHX,PHX,355.0,382.0,42,45,0.425,6.689,5.649,7.454,5.42,7.407,-5.225,-0.765,-4.995,-0.718,True
2005-06,2006-07,2005-06->2006-07,1610612757,POR,POR,334.0,411.0,39,42,-13.167,0.882,-10.531,-5.094,-10.65,-4.766,-2.636,5.976,-2.516,5.648,True
2005-06,2006-07,2005-06->2006-07,1610612758,SAC,SAC,315.0,366.0,40,44,4.127,-15.252,1.656,-0.94,1.757,-1.604,2.471,-14.311,2.37,-13.648,True
2005-06,2006-07,2005-06->2006-07,1610612759,SAS,SAS,329.0,269.0,39,40,12.286,2.23,7.259,9.442,7.466,9.181,5.028,-7.212,4.821,-6.95,True
2005-06,2006-07,2005-06->2006-07,1610612760,SEA,SEA,344.0,381.0,44,47,1.296,1.685,-3.484,-3.241,-3.269,-2.989,4.78,4.926,4.566,4.674,True
2005-06,2006-07,2005-06->2006-07,1610612761,TOR,TOR,437.0,290.0,49,39,-12.845,6.895,-2.636,1.004,-3.22,1.225,-10.209,5.892,-9.625,5.67,True
2005-06,2006-07,2005-06->2006-07,1610612762,UTA,UTA,332.0,391.0,41,46,3.337,6.401,-3.006,2.824,-2.721,3.012,6.342,3.577,6.058,3.389,True
2005-06,2006-07,2005-06->2006-07,1610612764,WAS,WAS,392.0,437.0,48,47,-4.907,-12.378,2.272,0.363,1.909,-0.354,-7.18,-12.742,-6.816,-12.025,True
2006-07,2007-08,2006-07->2007-08,1610612737,ATL,ATL,314.0,337.0,38,45,-5.396,-10.913,-5.084,-1.361,-5.092,-1.783,-0.312,-9.552,-0.304,-9.13,True
2006-07,2007-08,2006-07->2007-08,1610612738,BOS,BOS,375.0,287.0,53,37,-0.31,1.743,-3.658,11.148,-3.481,10.792,3.348,-9.405,3.17,-9.048,True
2006-07,2007-08,2006-07->2007-08,1610612766,CHA,CHA,374.0,361.0,39,38,-9.419,1.403,-3.577,-4.855,-3.861,-4.549,-5.843,6.258,-5.558,5.952,True
2006-07,2007-08,2006-07->2007-08,1610612741,CHI,CHI,342.0,300.0,43,38,8.401,-26.0,5.035,-2.164,5.175,-3.085,3.366,-23.836,3.226,-22.915,True
2006-07,2007-08,2006-07->2007-08,1610612739,CLE,CLE,427.0,470.0,48,55,10.313,21.857,3.472,-2.017,3.841,-0.566,6.84,23.874,6.471,22.423,True
2006-07,2007-08,2006-07->2007-08,1610612742,DAL,DAL,327.0,291.0,38,43,25.297,6.491,6.855,4.72,7.605,4.795,18.443,1.77,17.693,1.696,True
2006-07,2007-08,2006-07->2007-08,1610612743,DEN,DEN,341.0,359.0,46,37,-4.991,3.236,1.953,3.414,1.656,3.421,-6.945,-0.179,-6.648,-0.186,True
2006-07,2007-08,2006-07->2007-08,1610612765,DET,DET,418.0,255.0,52,38,12.665,8.419,4.286,8.316,4.763,8.325,8.379,0.103,7.902,0.094,True
2006-07,2007-08,2006-07->2007-08,1610612744,GSW,GSW,282.0,361.0,39,44,-6.738,13.296,-0.1,1.397,-0.327,1.918,-6.638,11.9,-6.41,11.378,True
2006-07,2007-08,2006-07->2007-08,1610612745,HOU,HOU,354.0,250.0,48,35,-8.691,-5.345,5.563,5.195,4.923,4.849,-14.254,-10.541,-13.614,-10.195,True
2006-07,2007-08,2006-07->2007-08,1610612754,IND,IND,312.0,285.0,41,45,1.635,-11.684,-2.682,-0.815,-2.504,-1.208,4.316,-10.868,4.138,-10.476,True
2006-07,2007-08,2006-07->2007-08,1610612746,LAC,LAC,280.0,238.0,39,35,-2.228,-12.661,-0.352,-7.32,-0.42,-7.519,-1.876,-5.341,-1.808,-5.142,True
2006-07,2007-08,2006-07->2007-08,1610612747,LAL,LAL,462.0,303.0,48,40,-1.153,2.544,-0.141,7.538,-0.198,7.344,-1.011,-4.993,-0.954,-4.8,True
2006-07,2007-08,2006-07->2007-08,1610612763,MEM,MEM,416.0,312.0,42,36,-5.079,-10.789,-5.187,-6.116,-5.17,-6.296,0.108,-4.674,0.091,-4.494,True
2006-07,2007-08,2006-07->2007-08,1610612748,MIA,MIA,363.0,351.0,38,44,9.313,-26.172,-1.723,-8.568,-1.181,-9.391,11.036,-17.604,10.494,-16.781,True
2006-07,2007-08,2006-07->2007-08,1610612749,MIL,MIL,360.0,397.0,44,51,-9.257,-2.209,-4.058,-7.435,-4.299,-7.164,-5.199,5.226,-4.958,4.955,True
2006-07,2007-08,2006-07->2007-08,1610612750,MIN,MIN,456.0,257.0,48,39,-3.045,-13.209,-4.109,-7.05,-4.039,-7.271,1.065,-6.159,0.995,-5.939,True
2006-07,2007-08,2006-07->2007-08,1610612751,NJN,NJN,423.0,344.0,48,42,-8.707,5.732,-0.497,-5.882,-0.943,-5.362,-8.21,11.614,-7.763,11.094,True
2006-07,2007-08,2006-07->2007-08,1610612740,NOK,NOH,405.0,268.0,49,31,4.658,6.745,-2.0,5.598,-1.639,5.635,6.658,1.147,6.296,1.109,True
2006-07,2007-08,2006-07->2007-08,1610612752,NYK,NYK,446.0,345.0,49,42,4.548,-7.081,-3.576,-6.845,-3.097,-6.831,8.124,-0.236,7.645,-0.25,True
2006-07,2007-08,2006-07->2007-08,1610612753,ORL,ORL,321.0,285.0,42,36,-16.191,6.316,1.535,5.53,0.774,5.559,-17.726,0.786,-16.965,0.757,True
2006-07,2007-08,2006-07->2007-08,1610612755,PHI,PHI,385.0,319.0,38,42,8.627,10.448,-3.854,0.031,-3.233,0.465,12.481,10.417,11.86,9.983,True
2006-07,2007-08,2006-07->2007-08,1610612756,PHX,PHX,382.0,322.0,45,43,6.689,14.034,7.454,4.651,7.407,5.018,-0.765,9.383,-0.718,9.016,True
2006-07,2007-08,2006-07->2007-08,1610612757,POR,POR,411.0,329.0,42,43,0.882,2.923,-5.094,-0.997,-4.766,-0.823,5.976,3.92,5.648,3.747,True
2006-07,2007-08,2006-07->2007-08,1610612758,SAC,SAC,366.0,412.0,44,44,-15.252,2.716,-0.94,-2.726,-1.604,-2.446,-14.311,5.442,-13.648,5.162,True
2006-07,2007-08,2006-07->2007-08,1610612759,SAS,SAS,269.0,293.0,40,38,2.23,10.223,9.442,5.097,9.181,5.3,-7.212,5.126,-6.95,4.923,True
2006-07,2007-08,2006-07->2007-08,1610612760,SEA,SEA,381.0,303.0,47,37,1.685,-0.14,-3.241,-8.981,-2.989,-8.645,4.926,8.841,4.674,8.505,True
2006-07,2007-08,2006-07->2007-08,1610612761,TOR,TOR,290.0,277.0,39,36,6.895,-4.963,1.004,3.633,1.225,3.295,5.892,-8.595,5.67,-8.258,True
2006-07,2007-08,2006-07->2007-08,1610612762,UTA,UTA,391.0,252.0,46,34,6.401,-1.802,2.824,7.471,3.012,7.175,3.577,-9.273,3.389,-8.977,True
2006-07,2007-08,2006-07->2007-08,1610612764,WAS,WAS,437.0,353.0,47,40,-12.378,1.836,0.363,-0.407,-0.354,-0.301,-12.742,2.243,-12.025,2.137,True
2007-08,2008-09,2007-08->2008-09,1610612737,ATL,ATL,337.0,330.0,45,51,-10.913,12.764,-1.361,1.152,-1.783,1.665,-9.552,11.612,-9.13,11.099,True
2007-08,2008-09,2007-08->2008-09,1610612738,BOS,BOS,287.0,366.0,37,44,1.743,12.245,11.148,7.658,10.792,7.879,-9.405,4.587,-9.048,4.365,True
2007-08,2008-09,2007-08->2008-09,1610612766,CHA,CHA,361.0,401.0,38,49,1.403,0.903,-4.855,-1.402,-4.549,-1.263,6.258,2.305,5.952,2.167,True
2007-08,2008-09,2007-08->2008-09,1610612741,CHI,CHI,300.0,400.0,38,46,-26.0,2.783,-2.164,-0.505,-3.085,-0.336,-23.836,3.289,-22.915,3.119,True
2007-08,2008-09,2007-08->2008-09,1610612739,CLE,CLE,470.0,236.0,55,32,21.857,33.259,-2.017,8.853,-0.566,9.624,23.874,24.406,22.423,23.635,True
2007-08,2008-09,2007-08->2008-09,1610612742,DAL,DAL,291.0,316.0,43,43,6.491,14.278,4.72,1.516,4.795,2.033,1.77,12.761,1.696,12.244,True
2007-08,2008-09,2007-08->2008-09,1610612743,DEN,DEN,359.0,270.0,37,34,3.236,2.222,3.414,3.435,3.421,3.393,-0.179,-1.212,-0.186,-1.171,True
2007-08,2008-09,2007-08->2008-09,1610612765,DET,DET,255.0,443.0,38,56,8.419,-4.924,8.316,-0.327,8.325,-0.606,0.103,-4.596,0.094,-4.318,True
2007-08,2008-09,2007-08->2008-09,1610612744,GSW,GSW,361.0,381.0,44,47,13.296,-17.441,1.397,-3.043,1.918,-3.709,11.9,-14.398,11.378,-13.731,True
2007-08,2008-09,2007-08->2008-09,1610612745,HOU,HOU,250.0,328.0,35,46,-5.345,-10.529,5.195,4.916,4.849,4.245,-10.541,-15.445,-10.195,-14.774,True
2007-08,2008-09,2007-08->2008-09,1610612754,IND,IND,285.0,490.0,45,56,-11.684,-3.856,-0.815,-0.787,-1.208,-0.971,-10.868,-3.069,-10.476,-2.885,True
2007-08,2008-09,2007-08->2008-09,1610612746,LAC,LAC,238.0,282.0,35,32,-12.661,-20.825,-7.32,-8.71,-7.519,-9.153,-5.341,-12.115,-5.142,-11.672,True
2007-08,2008-09,2007-08->2008-09,1610612747,LAL,LAL,303.0,308.0,40,41,2.544,18.364,7.538,7.439,7.344,7.87,-4.993,10.924,-4.8,10.493,True
2007-08,2008-09,2007-08->2008-09,1610612763,MEM,MEM,312.0,307.0,36,38,-10.789,-23.497,-6.116,-5.221,-6.296,-5.965,-4.674,-18.277,-4.494,-17.532,True
2007-08,2008-09,2007-08->2008-09,1610612748,MIA,MIA,351.0,441.0,44,48,-26.172,1.869,-8.568,0.256,-9.391,0.349,-17.604,1.613,-16.781,1.521,True
2007-08,2008-09,2007-08->2008-09,1610612749,MIL,MIL,397.0,348.0,51,47,-2.209,-6.871,-7.435,-0.809,-7.164,-1.082,5.226,-6.062,4.955,-5.789,True
2007-08,2008-09,2007-08->2008-09,1610612750,MIN,MIN,257.0,338.0,39,45,-13.209,-18.823,-7.05,-4.335,-7.271,-4.984,-6.159,-14.487,-5.939,-13.839,True
2007-08,2008-09,2007-08->2008-09,1610612751,NJN,NJN,344.0,342.0,42,44,5.732,-2.883,-5.882,-2.679,-5.362,-2.685,11.614,-0.204,11.094,-0.198,True
2007-08,2008-09,2007-08->2008-09,1610612740,NOH,NOH,268.0,310.0,31,47,6.745,14.59,5.598,1.223,5.635,1.782,1.147,13.368,1.109,12.808,True
2007-08,2008-09,2007-08->2008-09,1610612752,NYK,NYK,345.0,361.0,42,49,-7.081,-12.375,-6.845,-2.032,-6.831,-2.49,-0.236,-10.343,-0.25,-9.884,True
2007-08,2008-09,2007-08->2008-09,1610612753,ORL,ORL,285.0,318.0,36,40,6.316,17.727,5.53,6.616,5.559,7.058,0.786,11.111,0.757,10.669,True
2007-08,2008-09,2007-08->2008-09,1610612755,PHI,PHI,319.0,385.0,42,46,10.448,12.559,0.031,-0.473,0.465,0.179,10.417,13.033,9.983,12.381,True
2007-08,2008-09,2007-08->2008-09,1610612756,PHX,PHX,322.0,285.0,43,42,14.034,2.094,4.651,1.959,5.018,1.965,9.383,0.135,9.016,0.129,True
2007-08,2008-09,2007-08->2008-09,1610612757,POR,POR,329.0,348.0,43,42,2.923,6.245,-0.997,5.996,-0.823,6.022,3.92,0.249,3.747,0.223,True
2007-08,2008-09,2007-08->2008-09,1610612758,SAC,SAC,412.0,351.0,44,37,2.716,-11.482,-2.726,-8.919,-2.446,-9.016,5.442,-2.563,5.162,-2.467,True
2007-08,2008-09,2007-08->2008-09,1610612759,SAS,SAS,293.0,461.0,38,47,10.223,8.486,5.097,3.969,5.3,4.221,5.126,4.517,4.923,4.265,True
2007-08,2008-09,2007-08->2008-09,1610612760,SEA,OKC,303.0,305.0,37,41,-0.14,-1.592,-8.981,-6.392,-8.645,-6.198,8.841,4.799,8.505,4.606,True
2007-08,2008-09,2007-08->2008-09,1610612761,TOR,TOR,277.0,301.0,36,43,-4.963,-3.987,3.633,-3.005,3.295,-3.043,-8.595,-0.982,-8.258,-0.943,True
2007-08,2008-09,2007-08->2008-09,1610612762,UTA,UTA,252.0,333.0,34,41,-1.802,6.171,7.471,2.574,7.175,2.732,-9.273,3.597,-8.977,3.439,True
2007-08,2008-09,2007-08->2008-09,1610612764,WAS,WAS,353.0,264.0,40,40,1.836,-20.242,-0.407,-7.667,-0.301,-8.108,2.243,-12.575,2.137,-12.134,True
2008-09,2009-10,2008-09->2009-10,1610612737,ATL,ATL,330.0,314.0,51,38,12.764,2.041,1.152,5.059,1.665,4.928,11.612,-3.018,11.099,-2.887,True
2008-09,2009-10,2008-09->2009-10,1610612738,BOS,BOS,366.0,330.0,44,48,12.245,6.228,7.658,3.61,7.879,3.712,4.587,2.618,4.365,2.516,True
2008-09,2009-10,2008-09->2009-10,1610612766,CHA,CHA,401.0,398.0,49,48,0.903,-0.548,-1.402,2.024,-1.263,1.894,2.305,-2.572,2.167,-2.443,True
2008-09,2009-10,2008-09->2009-10,1610612741,CHI,CHI,400.0,363.0,46,43,2.783,-0.732,-0.505,-1.64,-0.336,-1.612,3.289,0.909,3.119,0.881,True
2008-09,2009-10,2008-09->2009-10,1610612739,CLE,CLE,236.0,346.0,32,49,33.259,22.665,8.853,6.076,9.624,6.804,24.406,16.59,23.635,15.861,True
2008-09,2009-10,2008-09->2009-10,1610612742,DAL,DAL,316.0,369.0,43,46,14.278,18.743,1.516,2.017,2.033,2.78,12.761,16.727,12.244,15.963,True
2008-09,2009-10,2008-09->2009-10,1610612743,DEN,DEN,270.0,299.0,34,37,2.222,7.495,3.435,4.24,3.393,4.362,-1.212,3.255,-1.171,3.133,True
2008-09,2009-10,2008-09->2009-10,1610612765,DET,DET,443.0,321.0,56,47,-4.924,-7.005,-0.327,-5.814,-0.606,-5.858,-4.596,-1.191,-4.318,-1.147,True
2008-09,2009-10,2008-09->2009-10,1610612744,GSW,GSW,381.0,303.0,47,40,-17.441,-18.965,-3.043,-2.743,-3.709,-3.34,-14.398,-16.221,-13.731,-15.625,True
2008-09,2009-10,2008-09->2009-10,1610612745,HOU,HOU,328.0,376.0,46,47,-10.529,6.278,4.916,-0.305,4.245,0.026,-15.445,6.583,-14.774,6.252,True
2008-09,2009-10,2008-09->2009-10,1610612754,IND,IND,490.0,194.0,56,35,-3.856,-19.863,-0.787,-2.571,-0.971,-2.986,-3.069,-17.292,-2.885,-16.877,True
2008-09,2009-10,2008-09->2009-10,1610612746,LAC,LAC,282.0,218.0,32,34,-20.825,14.679,-8.71,-7.377,-9.153,-6.75,-12.115,22.056,-11.672,21.429,True
2008-09,2009-10,2008-09->2009-10,1610612747,LAL,LAL,308.0,301.0,41,32,18.364,3.806,7.439,4.928,7.87,4.875,10.924,-1.123,10.493,-1.069,True
2008-09,2009-10,2008-09->2009-10,1610612763,MEM,MEM,307.0,389.0,38,45,-23.497,-0.794,-5.221,-1.508,-5.965,-1.461,-18.277,0.714,-17.532,0.667,True
2008-09,2009-10,2008-09->2009-10,1610612748,MIA,MIA,441.0,350.0,48,37,1.869,1.138,0.256,2.42,0.349,2.36,1.613,-1.282,1.521,-1.222,True
2008-09,2009-10,2008-09->2009-10,1610612749,MIL,MIL,348.0,468.0,47,45,-6.871,4.477,-0.809,1.943,-1.082,2.097,-6.062,2.533,-5.789,2.38,True
2008-09,2009-10,2008-09->2009-10,1610612750,MIN,MIN,338.0,224.0,45,36,-18.823,-6.228,-4.335,-9.872,-4.984,-9.766,-14.487,3.644,-13.839,3.538,True
2008-09,2009-10,2008-09->2009-10,1610612751,NJN,NJN,342.0,206.0,44,28,-2.883,-25.256,-2.679,-9.156,-2.685,-9.592,-0.204,-16.1,-0.198,-15.664,True
2008-09,2009-10,2008-09->2009-10,1610612740,NOH,NOH,310.0,391.0,47,53,14.59,9.721,1.223,-3.064,1.782,-2.419,13.368,12.785,12.808,12.139,True
2008-09,2009-10,2008-09->2009-10,1610612752,NYK,NYK,361.0,375.0,49,44,-12.375,2.337,-2.032,-4.308,-2.49,-3.976,-10.343,6.646,-9.884,6.314,True
2008-09,2009-10,2008-09->2009-10,1610612760,OKC,OKC,305.0,376.0,41,45,-1.592,-5.757,-6.392,4.004,-6.198,3.519,4.799,-9.762,4.606,-9.277,True
2008-09,2009-10,2008-09->2009-10,1610612753,ORL,ORL,318.0,225.0,40,33,17.727,7.556,6.616,7.9,7.058,7.889,11.111,-0.344,10.669,-0.333,True
2008-09,2009-10,2008-09->2009-10,1610612755,PHI,PHI,385.0,344.0,46,45,12.559,-17.184,-0.473,-3.48,0.179,-4.099,13.033,-13.704,12.381,-13.086,True
2008-09,2009-10,2008-09->2009-10,1610612756,PHX,PHX,285.0,301.0,42,40,2.094,5.73,1.959,4.765,1.965,4.804,0.135,0.965,0.129,0.926,True
2008-09,2009-10,2008-09->2009-10,1610612757,POR,POR,348.0,353.0,42,45,6.245,4.64,5.996,3.476,6.022,3.519,0.249,1.163,0.223,1.121,True
2008-09,2009-10,2008-09->2009-10,1610612758,SAC,SAC,351.0,360.0,37,49,-11.482,-16.769,-8.919,-4.078,-9.016,-4.669,-2.563,-12.691,-2.467,-12.101,True
2008-09,2009-10,2008-09->2009-10,1610612759,SAS,SAS,461.0,281.0,47,41,8.486,-12.898,3.969,6.144,4.221,5.442,4.517,-19.042,4.265,-18.34,True
2008-09,2009-10,2008-09->2009-10,1610612761,TOR,TOR,301.0,317.0,43,42,-3.987,12.576,-3.005,-2.598,-3.043,-1.986,-0.982,15.173,-0.943,14.562,True
2008-09,2009-10,2008-09->2009-10,1610612762,UTA,UTA,333.0,236.0,41,32,6.171,-4.661,2.574,6.012,2.732,5.689,3.597,-10.673,3.439,-10.35,True
2008-09,2009-10,2008-09->2009-10,1610612764,WAS,WAS,264.0,380.0,40,46,-20.242,-8.914,-7.667,-5.074,-8.108,-5.262,-12.575,-3.84,-12.134,-3.653,True
2009-10,2010-11,2009-10->2010-11,1610612737,ATL,ATL,314.0,246.0,38,41,2.041,9.093,5.059,-1.034,4.928,-0.704,-3.018,10.127,-2.887,9.797,True
2009-10,2010-11,2009-10->2010-11,1610612738,BOS,BOS,330.0,377.0,48,48,6.228,0.025,3.61,5.995,3.712,5.694,2.618,-5.97,2.516,-5.669,True
2009-10,2010-11,2009-10->2010-11,1610612766,CHA,CHA,398.0,346.0,48,48,-0.548,7.736,2.024,-4.787,1.894,-4.191,-2.572,12.523,-2.443,11.926,True
2009-10,2010-11,2009-10->2010-11,1610612741,CHI,CHI,363.0,374.0,43,44,-0.732,17.766,-1.64,7.254,-1.612,7.771,0.909,10.511,0.881,9.995,True
2009-10,2010-11,2009-10->2010-11,1610612739,CLE,CLE,346.0,276.0,49,38,22.665,8.719,6.076,-10.172,6.804,-9.492,16.59,18.891,15.861,18.211,True
2009-10,2010-11,2009-10->2010-11,1610612742,DAL,DAL,369.0,322.0,46,48,18.743,29.507,2.017,3.28,2.78,4.358,16.727,26.227,15.963,25.15,True
2009-10,2010-11,2009-10->2010-11,1610612743,DEN,DEN,299.0,284.0,37,46,7.495,5.688,4.24,4.882,4.362,4.917,3.255,0.806,3.133,0.771,True
2009-10,2010-11,2009-10->2010-11,1610612765,DET,DET,321.0,358.0,47,43,-7.005,-4.19,-5.814,-3.646,-5.858,-3.673,-1.191,-0.544,-1.147,-0.517,True
2009-10,2010-11,2009-10->2010-11,1610612744,GSW,GSW,303.0,331.0,40,43,-18.965,1.784,-2.743,-2.476,-3.34,-2.302,-16.221,4.26,-15.625,4.086,True
2009-10,2010-11,2009-10->2010-11,1610612745,HOU,HOU,376.0,408.0,47,52,6.278,-12.576,-0.305,3.105,0.026,2.285,6.583,-15.68,6.252,-14.861,True
2009-10,2010-11,2009-10->2010-11,1610612754,IND,IND,194.0,273.0,35,33,-19.863,-8.059,-2.571,-0.676,-2.986,-0.932,-17.292,-7.383,-16.877,-7.126,True
2009-10,2010-11,2009-10->2010-11,1610612746,LAC,LAC,218.0,309.0,34,44,14.679,-1.077,-7.377,-3.293,-6.75,-3.204,22.056,2.216,21.429,2.127,True
2009-10,2010-11,2009-10->2010-11,1610612747,LAL,LAL,301.0,311.0,32,38,3.806,9.346,4.928,6.171,4.875,6.298,-1.123,3.175,-1.069,3.048,True
2009-10,2010-11,2009-10->2010-11,1610612763,MEM,MEM,389.0,415.0,45,44,-0.794,-6.829,-1.508,3.026,-1.461,2.494,0.714,-9.855,0.667,-9.323,True
2009-10,2010-11,2009-10->2010-11,1610612748,MIA,MIA,350.0,304.0,37,42,1.138,10.728,2.42,7.641,2.36,7.765,-1.282,3.088,-1.222,2.964,True
2009-10,2010-11,2009-10->2010-11,1610612749,MIL,MIL,468.0,380.0,45,47,4.477,-4.436,1.943,-0.56,2.097,-0.76,2.533,-3.876,2.38,-3.676,True
2009-10,2010-11,2009-10->2010-11,1610612750,MIN,MIN,224.0,293.0,36,41,-6.228,-38.715,-9.872,-5.475,-9.766,-6.744,3.644,-33.24,3.538,-31.971,True
2009-10,2010-11,2009-10->2010-11,1610612751,NJN,NJN,206.0,438.0,28,52,-25.256,-6.181,-9.156,-6.887,-9.592,-6.842,-16.1,0.707,-15.664,0.661,True
2009-10,2010-11,2009-10->2010-11,1610612740,NOH,NOH,391.0,417.0,53,47,9.721,10.518,-3.064,0.422,-2.419,0.974,12.785,10.096,12.139,9.544,True
2009-10,2010-11,2009-10->2010-11,1610612752,NYK,NYK,375.0,344.0,44,45,2.337,-4.039,-4.308,1.197,-3.976,0.97,6.646,-5.236,6.314,-5.01,True
2009-10,2010-11,2009-10->2010-11,1610612760,OKC,OKC,376.0,513.0,45,51,-5.757,13.896,4.004,3.253,3.519,3.921,-9.762,10.643,-9.277,9.975,True
2009-10,2010-11,2009-10->2010-11,1610612753,ORL,ORL,225.0,354.0,33,43,7.556,0.106,7.9,5.897,7.889,5.632,-0.344,-5.791,-0.333,-5.526,True
2009-10,2010-11,2009-10->2010-11,1610612755,PHI,PHI,344.0,400.0,45,43,-17.184,-10.384,-3.48,2.12,-4.099,1.474,-13.704,-12.503,-13.086,-11.858,True
2009-10,2010-11,2009-10->2010-11,1610612756,PHX,PHX,301.0,442.0,40,47,5.73,0.372,4.765,-0.877,4.804,-0.81,0.965,1.248,0.926,1.182,True
2009-10,2010-11,2009-10->2010-11,1610612757,POR,POR,353.0,363.0,45,47,4.64,13.111,3.476,1.005,3.519,1.584,1.163,12.106,1.121,11.528,True
2009-10,2010-11,2009-10->2010-11,1610612758,SAC,SAC,360.0,411.0,49,51,-16.769,-18.667,-4.078,-4.825,-4.669,-5.542,-12.691,-13.842,-12.101,-13.125,True
2009-10,2010-11,2009-10->2010-11,1610612759,SAS,SAS,281.0,295.0,41,38,-12.898,7.598,6.144,6.077,5.442,6.126,-19.042,1.522,-18.34,1.473,True
2009-10,2010-11,2009-10->2010-11,1610612761,TOR,TOR,317.0,298.0,42,42,12.576,-19.919,-2.598,-5.952,-1.986,-6.495,15.173,-13.967,14.562,-13.424,True
2009-10,2010-11,2009-10->2010-11,1610612762,UTA,UTA,236.0,373.0,32,41,-4.661,8.505,6.012,-2.39,5.689,-1.84,-10.673,10.895,-10.35,10.345,True
2009-10,2010-11,2009-10->2010-11,1610612764,WAS,WAS,380.0,323.0,46,39,-8.914,-15.577,-5.074,-7.43,-5.262,-7.767,-3.84,-8.147,-3.653,-7.81,True
2010-11,2011-12,2010-11->2011-12,1610612737,ATL,ATL,246.0,363.0,41,35,9.093,18.082,-1.034,2.976,-0.704,3.842,10.127,15.106,9.797,14.24,True
2010-11,2011-12,2010-11->2011-12,1610612738,BOS,BOS,377.0,240.0,48,31,0.025,0.811,5.995,2.681,5.694,2.613,-5.97,-1.87,-5.669,-1.801,True
2010-11,2011-12,2010-11->2011-12,1610612766,CHA,CHA,346.0,157.0,48,24,7.736,-33.365,-4.787,-14.529,-4.191,-15.027,12.523,-18.836,11.926,-18.338,True
